Name,Spectral Type,Age Category,plx_mas,plx_mas_err,F200W,F200W_err,F115W,F115W_err,F182M,F182M_err,F212N,F212N_err,F140M,F140M_err,F162M,F162M_err,F210M,F210M_err,F150W,F150W_err,F164N,F164N_err,F187N,F187N_err
2MASSI J0753321+291711,12.0,Field,23.9,0.7,14.186,0.002,15.839,0.002,14.420,0.002,13.840,0.004,15.371,0.004,14.447,0.002,13.955,0.002,14.956,0.002,14.361,0.005,14.499,0.010
2MASSI J0755480+221218,25.0,Field,67.0,3.0,16.008,0.013,16.085,0.004,16.471,0.025,15.247,0.013,17.536,0.047,15.564,0.006,15.482,0.011,16.252,0.009,15.912,0.016,16.562,0.141
2MASSI J0825196+211552,17.5,Field,92.6,0.8,13.430,0.001,15.471,0.002,13.774,0.002,12.969,0.003,15.059,0.003,13.776,0.002,13.103,0.002,14.422,0.002,13.665,0.005,13.873,0.013
2MASSI J0835425-081923,15.0,Young,138.31,0.21,11.591,0.001,13.547,0.003,11.854,0.002,11.220,0.005,13.000,0.003,11.953,0.002,11.345,0.002,12.527,0.002,11.851,0.004,11.875,0.013
2MASSI J0847287-153237,12.0,Field,57.51,0.21,12.290,0.002,13.861,0.003,12.461,0.004,12.024,0.005,13.315,0.005,12.562,0.002,12.123,0.002,12.990,0.002,12.494,0.005,12.428,0.022
2MASSI J0859254-194926,17.0,Field,71.0,4.0,13.909,0.004,15.884,0.003,14.198,0.007,13.481,0.006,15.426,0.009,14.177,0.003,13.616,0.003,14.811,0.003,14.086,0.010,14.221,0.032
2MASSI J0908380+503208,15.0,Field,95.9,0.5,13.359,0.002,14.842,0.003,13.619,0.003,12.953,0.005,14.657,0.004,13.483,0.002,13.078,0.002,14.079,0.002,13.380,0.005,13.723,0.020
2MASSI J0937347+293142,26.0,Field,163.4,1.8,15.525,0.010,14.874,0.002,15.906,0.018,14.832,0.018,16.763,0.029,14.453,0.004,14.977,0.010,15.170,0.005,14.945,0.022,16.215,0.124
2MASSI J1010148-040649,16.0,Young,58.0,4.0,14.097,0.002,15.866,0.003,14.359,0.003,13.706,0.006,15.430,0.004,14.336,0.002,13.832,0.002,14.916,0.002,14.250,0.005,14.450,0.013
2MASSI J1029216+162652,12.5,Field,53.3,0.4,12.947,0.002,14.714,0.002,13.200,0.002,12.586,0.004,14.192,0.003,13.256,0.002,12.705,0.002,13.768,0.002,13.171,0.004,13.278,0.010
2MASSI J1047538+212423,26.5,Field,95.0,4.0,16.338,0.007,16.043,0.002,16.906,0.012,15.489,0.009,18.057,0.020,15.542,0.003,15.713,0.005,16.300,0.004,16.149,0.015,17.239,0.074
2MASSI J1104012+195921,14.0,Field,55.7,0.4,13.286,0.001,14.817,0.002,13.547,0.002,12.863,0.004,14.529,0.003,13.419,0.002,13.013,0.002,14.003,0.002,13.337,0.005,13.674,0.011
2MASSI J1204303+321259,10.0,Field,41.23,0.21,12.810,0.001,14.178,0.002,12.974,0.002,12.556,0.003,13.720,0.002,13.025,0.002,12.646,0.002,13.426,0.001,12.945,0.004,13.078,0.010
2MASSI J1213033-043243,15.0,Young,59.1,0.6,13.458,0.002,15.018,0.002,13.721,0.004,13.041,0.005,14.703,0.006,13.599,0.003,13.184,0.003,14.180,0.003,13.511,0.006,13.920,0.025
2MASSI J1217110-031113,27.5,Field,91.7,2.2,15.977,0.032,16.167,0.007,16.761,0.095,15.081,0.023,17.998,0.165,15.696,0.015,15.308,0.013,16.387,0.024,16.646,0.063,16.473,0.334
2MASSI J1305410+204639,15.0,Field,50.2,0.7,13.740,0.002,15.429,0.002,14.015,0.003,13.320,0.004,15.138,0.004,13.920,0.002,13.461,0.002,14.559,0.002,13.812,0.004,14.141,0.017
2MASSI J1438082+640836,9.5,Field,58.88,0.1,11.893,0.001,13.267,0.001,12.041,0.002,11.672,0.004,12.759,0.002,12.111,0.002,11.748,0.001,12.482,0.001,12.032,0.004,12.043,0.006
2MASSI J1456014-274735,9.0,Young,47.11,0.17,12.518,0.002,13.561,0.001,12.668,0.004,12.269,0.004,13.319,0.003,12.589,0.002,12.351,0.001,13.010,0.002,12.497,0.004,12.840,0.021
2MASSI J1526140+204341,17.0,Field,48.3,0.8,14.267,0.002,15.854,0.003,14.547,0.004,13.840,0.005,15.595,0.005,14.423,0.003,13.980,0.002,15.025,0.003,14.324,0.007,14.669,0.015
2MASSI J1546291-332511,25.5,Field,88.0,1.9,15.903,0.009,15.921,0.002,16.457,0.017,15.050,0.013,17.566,0.027,15.372,0.006,15.299,0.008,16.115,0.006,15.760,0.021,16.653,0.104
2MASSI J1707333+430130,10.5,Field,38.41,0.16,12.947,0.001,14.270,0.001,13.105,0.002,12.695,0.004,13.804,0.002,13.137,0.002,12.788,0.001,13.515,0.001,13.062,0.005,13.169,0.006
2MASSI J1711457+223204,16.5,Field,33.0,5.0,15.528,0.005,17.158,0.007,15.845,0.008,15.076,0.011,17.003,0.014,15.708,0.006,15.217,0.005,16.353,0.007,15.643,0.013,15.908,0.045
2MASSI J1721039+334415,13.0,Field,61.79,0.16,12.912,0.001,13.902,0.002,13.158,0.002,12.501,0.004,14.000,0.002,12.860,0.002,12.641,0.001,13.465,0.002,12.732,0.005,13.331,0.007
2MASSI J1726000+153819,13.5,Young,28.3,1.0,14.182,0.003,16.038,0.004,14.441,0.004,13.809,0.006,15.573,0.007,14.483,0.004,13.937,0.003,15.078,0.004,14.373,0.010,14.521,0.021
2MASSI J1807159+501531,11.5,Field,68.47,0.1,11.913,0.001,13.291,0.002,12.101,0.002,11.612,0.004,12.908,0.003,12.096,0.002,11.722,0.002,12.551,0.002,12.017,0.005,12.136,0.014
2MASSI J2057540-025230,11.5,Young,64.71,0.17,12.061,0.001,13.455,0.001,12.270,0.001,11.731,0.003,13.140,0.002,12.234,0.002,11.845,0.002,12.738,0.001,12.137,0.004,12.376,0.006
2MASSI J2104149-103736,12.5,Field,58.02,0.27,12.721,0.002,14.202,0.003,12.933,0.003,12.381,0.008,13.803,0.004,12.903,0.003,12.502,0.003,13.398,0.002,12.827,0.010,13.013,0.014
2MASSI J2254188+312349,24.0,Field,72.0,3.0,15.040,0.004,15.626,0.002,15.406,0.008,14.350,0.005,16.596,0.012,14.682,0.003,14.582,0.004,15.423,0.003,14.816,0.007,15.621,0.065
2MASSI J2254519-284025,10.5,Field,34.6,0.3,13.262,0.001,14.436,0.001,13.428,0.002,12.984,0.004,14.136,0.002,13.390,0.002,13.083,0.002,13.813,0.001,13.314,0.004,13.513,0.007
2MASSI J2339101+135230,25.0,Field,51.0,4.0,16.327,0.010,16.411,0.003,16.838,0.024,15.506,0.008,18.064,0.038,15.818,0.005,15.759,0.007,16.588,0.007,16.055,0.013,16.936,0.192
2MASSI J2356547-155310,25.5,Field,69.0,3.0,15.805,0.013,16.138,0.003,16.329,0.028,15.008,0.010,17.471,0.035,15.524,0.005,15.257,0.006,16.211,0.007,15.911,0.017,16.587,0.261
2MASSW J0015447+351603,12.0,Field,58.75,0.27,12.566,0.001,14.163,0.002,12.778,0.002,12.237,0.004,13.670,0.002,12.810,0.002,12.352,0.001,13.283,0.001,12.732,0.004,12.839,0.005
2MASSW J0030300-145033,17.0,Young,37.0,5.0,14.863,0.003,16.960,0.004,15.135,0.005,14.489,0.006,16.323,0.007,15.272,0.003,14.608,0.003,15.833,0.003,15.171,0.009,15.141,0.025
2MASSW J0030438+313932,12.0,Field,22.3,1.1,14.380,0.002,15.847,0.002,14.604,0.003,14.017,0.005,15.516,0.004,14.538,0.002,14.146,0.002,15.070,0.002,14.446,0.006,14.697,0.012
2MASSW J0051107-154417,13.5,Field,29.8,1.3,13.852,0.001,15.650,0.002,14.111,0.002,13.464,0.003,15.211,0.003,14.103,0.002,13.596,0.002,14.701,0.002,14.002,0.005,14.199,0.008
2MASSW J0058425-065123,10.0,Young,34.54,0.28,13.191,0.001,14.579,0.002,13.362,0.002,12.929,0.004,14.159,0.002,13.386,0.002,13.017,0.002,13.828,0.001,13.304,0.005,13.439,0.005
2MASSW J0135358+120522,11.5,Field,40.1,0.4,13.229,0.002,14.775,0.002,13.421,0.002,12.929,0.004,14.261,0.003,13.469,0.002,13.037,0.002,13.914,0.002,13.399,0.005,13.508,0.010
2MASSW J0141032+180450,11.0,Field,42.31,0.22,12.738,0.001,14.273,0.002,12.948,0.001,12.414,0.004,13.811,0.002,12.950,0.002,12.522,0.002,13.422,0.002,12.876,0.005,13.069,0.005
2MASSW J0147334+345311,10.5,Field,19.8,0.5,13.974,0.001,15.311,0.002,14.162,0.002,13.667,0.004,14.983,0.002,14.124,0.002,13.777,0.002,14.607,0.002,14.027,0.005,14.251,0.007
2MASSW J0205034+125142,15.0,Field,43.0,3.0,14.120,0.001,16.050,0.002,14.407,0.003,13.706,0.004,15.548,0.003,14.417,0.002,13.846,0.002,15.019,0.002,14.320,0.005,14.490,0.014
2MASSW J0208183+254253,11.0,Field,43.1,0.3,12.833,0.002,14.319,0.002,13.010,0.003,12.542,0.004,13.855,0.003,13.024,0.002,12.649,0.002,13.492,0.002,12.940,0.005,13.141,0.011
2MASSW J0208236+273740,15.0,Field,21.3,2.7,14.349,0.002,16.142,0.003,14.626,0.003,13.929,0.006,15.691,0.004,14.575,0.003,14.072,0.002,15.161,0.002,14.489,0.007,14.746,0.013
2MASSW J0228110+253738,10.0,Young,30.0,0.5,12.717,0.002,14.125,0.002,12.872,0.003,12.465,0.004,13.661,0.003,12.907,0.002,12.557,0.002,13.333,0.002,12.833,0.005,12.997,0.012
2MASSW J0242435+160739,11.5,Field,21.3,1.9,14.779,0.006,16.030,0.002,14.985,0.009,14.442,0.007,15.762,0.009,14.877,0.003,14.560,0.003,15.375,0.004,14.774,0.009,15.175,0.061
2MASSW J0309088-194938,14.5,Field,35.0,6.0,14.382,0.002,16.159,0.003,14.633,0.004,13.988,0.008,15.705,0.005,14.618,0.003,14.128,0.003,15.197,0.003,14.526,0.009,14.722,0.020
2MASSW J0337036-175807,14.5,Field,34.0,3.0,14.004,0.002,16.026,0.004,14.319,0.004,13.569,0.006,15.477,0.006,14.341,0.003,13.708,0.003,14.948,0.003,14.241,0.008,14.445,0.021
2MASSW J0355419+225702,13.0,Field,39.0,8.0,14.582,0.002,16.466,0.002,14.836,0.003,14.220,0.004,15.902,0.003,14.918,0.002,14.341,0.002,15.458,0.002,14.832,0.006,14.918,0.012
2MASSW J0820299+450031,15.0,Field,31.0,4.0,14.644,0.003,16.742,0.004,14.931,0.006,14.248,0.007,16.063,0.008,15.012,0.004,14.376,0.003,15.572,0.004,14.938,0.009,15.003,0.026
2MASSW J0829066+145622,12.0,Field,37.5,0.4,13.555,0.001,15.112,0.002,13.775,0.002,13.216,0.004,14.631,0.002,13.782,0.002,13.332,0.002,14.246,0.002,13.712,0.005,13.859,0.009
2MASSW J0832045-012835,11.5,Field,41.93,0.3,13.039,0.001,14.473,0.002,13.244,0.002,12.718,0.004,14.088,0.002,13.227,0.002,12.828,0.002,13.704,0.001,13.137,0.004,13.349,0.006
2MASSW J0918382+213406,12.5,Field,43.0,7.0,14.285,0.002,15.994,0.002,14.536,0.003,13.926,0.004,15.528,0.004,14.552,0.003,14.040,0.002,15.086,0.002,14.453,0.006,14.620,0.015
2MASSW J0928397-160312,12.0,Young,31.7,0.6,13.964,0.002,15.644,0.002,14.190,0.003,13.624,0.004,15.154,0.003,14.243,0.002,13.743,0.002,14.750,0.002,14.160,0.006,14.283,0.014
2MASSW J0944027+313132,12.0,Field,25.9,1.2,14.401,0.002,15.939,0.002,14.615,0.004,14.065,0.006,15.530,0.005,14.631,0.003,14.187,0.003,15.131,0.002,14.544,0.007,14.663,0.016
2MASSW J1004392-333518,14.0,Field,53.5,0.4,13.297,0.002,14.893,0.002,13.554,0.003,12.892,0.004,14.558,0.004,13.478,0.002,13.034,0.002,14.058,0.002,13.376,0.006,13.698,0.016
2MASSW J1018588-290953,11.0,Field,35.9,0.3,13.192,0.002,14.541,0.001,13.390,0.003,12.874,0.003,14.146,0.003,13.352,0.002,12.981,0.001,13.792,0.002,13.271,0.004,13.516,0.023
2MASSW J1035245+250745,11.0,Field,31.4,0.4,13.650,0.002,15.010,0.002,13.833,0.002,13.355,0.004,14.633,0.003,13.820,0.002,13.460,0.002,14.282,0.002,13.739,0.005,13.895,0.009
2MASSW J1036530-344138,16.0,Field,68.0,1.6,14.264,0.003,15.845,0.003,14.545,0.005,13.825,0.006,15.631,0.008,14.374,0.003,13.963,0.003,14.997,0.003,14.290,0.006,14.694,0.032
2MASSW J1122362-391605,13.0,Field,31.5,1.4,14.396,0.015,16.021,0.004,14.643,0.028,14.006,0.008,15.665,0.025,14.587,0.004,14.151,0.004,15.174,0.009,14.462,0.009,14.624,0.138
2MASSW J1155395-372735,12.0,Field,84.73,0.15,11.796,0.003,13.156,0.001,11.985,0.005,11.487,0.003,12.831,0.005,11.953,0.002,11.602,0.001,12.448,0.002,11.848,0.004,12.096,0.027
2MASSW J1246467+402715,14.0,Field,44.7,0.6,13.640,0.002,15.388,0.002,13.911,0.003,13.232,0.005,15.028,0.004,13.854,0.002,13.371,0.002,14.489,0.002,13.732,0.005,14.034,0.016
2MASSW J1300425+191235,11.0,Field,72.14,0.16,11.972,0.002,13.004,0.002,12.143,0.002,11.660,0.005,12.887,0.003,11.984,0.002,11.775,0.002,12.500,0.002,11.880,0.005,12.303,0.011
2MASSW J1328550+211449,15.0,Field,30.3,2.1,14.582,0.002,16.544,0.002,14.830,0.003,14.215,0.005,15.908,0.005,14.921,0.003,14.341,0.002,15.457,0.002,14.844,0.006,14.871,0.020
2MASSW J1338261+414034,12.5,Field,47.63,0.22,13.074,0.002,14.499,0.003,13.264,0.003,12.764,0.005,14.081,0.004,13.251,0.003,12.873,0.003,13.721,0.003,13.182,0.007,13.342,0.016
2MASSW J1343167+394508,15.0,Field,30.0,3.0,14.479,0.005,16.474,0.004,14.788,0.009,14.045,0.007,15.944,0.011,14.785,0.004,14.185,0.004,15.406,0.005,14.691,0.011,14.981,0.059
2MASSW J1411175+393636,11.5,Field,33.7,0.4,13.577,0.001,14.984,0.002,13.799,0.002,13.233,0.004,14.677,0.003,13.767,0.002,13.352,0.002,14.273,0.002,13.667,0.005,13.880,0.008
2MASSW J1412244+163312,10.5,Field,31.28,0.24,12.825,0.001,14.203,0.002,12.997,0.002,12.562,0.004,13.764,0.002,13.043,0.002,12.652,0.002,13.455,0.001,12.965,0.005,13.049,0.006
2MASSW J1421314+182740,10.0,Field,52.86,0.15,12.175,0.001,13.510,0.002,12.328,0.002,11.942,0.004,13.049,0.002,12.378,0.002,12.022,0.001,12.765,0.001,12.300,0.005,12.407,0.006
2MASSW J1438549-130910,13.0,Field,31.0,1.0,14.258,0.002,15.924,0.003,14.500,0.004,13.892,0.005,15.486,0.004,14.486,0.003,14.017,0.003,15.023,0.003,14.392,0.007,14.621,0.017
2MASSW J1439284+192915,11.0,Field,70.56,0.18,11.936,0.001,13.067,0.002,12.111,0.002,11.633,0.003,12.844,0.003,12.035,0.002,11.747,0.001,12.495,0.001,11.951,0.004,12.217,0.009
2MASSW J1448256+103159,14.0,Young,69.6,0.5,13.167,0.002,14.933,0.002,13.458,0.002,12.733,0.004,14.625,0.004,13.377,0.002,12.877,0.002,14.030,0.002,13.255,0.005,13.575,0.012
2MASSW J1506544+132106,13.0,Field,85.43,0.19,12.115,0.002,13.692,0.002,12.339,0.002,11.767,0.005,13.294,0.003,12.325,0.002,11.891,0.002,12.860,0.002,12.226,0.006,12.384,0.009
2MASSW J1507476-162738,15.0,Field,134.95,0.26,11.754,0.004,13.202,0.005,11.982,0.006,11.367,0.015,12.917,0.008,11.867,0.006,11.509,0.006,12.425,0.004,11.779,0.017,12.073,0.025
2MASSW J1515008+484742,16.0,Field,101.96,0.26,12.889,0.003,14.414,0.003,13.153,0.003,12.485,0.007,14.188,0.004,13.015,0.003,12.609,0.004,13.610,0.003,12.924,0.009,13.250,0.014
2MASSW J1552591+294849,10.0,Young,48.9,0.16,12.327,0.001,13.813,0.002,12.508,0.002,12.064,0.003,13.409,0.002,12.553,0.002,12.150,0.002,13.044,0.002,12.439,0.004,12.587,0.007
2MASSW J1555157-095605,11.0,Field,73.98,0.14,11.780,0.001,12.905,0.002,11.976,0.002,11.453,0.003,12.735,0.002,11.846,0.002,11.565,0.001,12.342,0.001,11.748,0.005,12.085,0.005
2MASSW J1615441+355900,13.0,Field,50.16,0.29,13.219,0.001,14.901,0.002,13.440,0.002,12.879,0.003,14.435,0.003,13.469,0.002,12.999,0.002,14.002,0.001,13.373,0.005,13.500,0.009
2MASSW J1632291+190441,18.0,Field,66.3,1.6,14.372,0.006,16.277,0.004,14.655,0.010,13.968,0.011,15.854,0.008,14.670,0.005,14.088,0.004,15.282,0.004,14.569,0.009,14.686,0.033
2MASSW J1645221-131951,11.5,Field,88.7,0.12,11.445,0.001,12.753,0.002,11.621,0.002,11.155,0.003,12.406,0.003,11.615,0.002,11.267,0.001,12.070,0.001,11.524,0.004,11.678,0.009
2MASSW J1743415+212707,12.5,Field,31.2,1.0,14.403,0.002,16.272,0.003,14.645,0.004,14.060,0.006,15.645,0.004,14.749,0.003,14.170,0.003,15.241,0.002,14.675,0.007,14.725,0.023
2MASSW J2130446-084520,11.5,Field,37.5,0.3,13.128,0.001,14.441,0.001,13.305,0.002,12.842,0.004,14.072,0.002,13.294,0.002,12.942,0.001,13.731,0.001,13.215,0.004,13.363,0.005
2MASSW J2206450-421721,14.0,Young,34.1,1.3,13.965,0.004,15.992,0.004,14.170,0.008,13.685,0.009,15.400,0.012,14.409,0.005,13.782,0.004,14.981,0.006,14.283,0.011,14.129,0.036
2MASSW J2208136+292121,13.0,Young,25.1,1.6,14.538,0.003,16.337,0.004,14.785,0.005,14.193,0.006,15.897,0.008,14.842,0.003,14.304,0.003,15.434,0.004,14.714,0.008,14.922,0.032
2MASSW J2244316+204343,16.5,Young,58.7,1.0,14.403,0.001,16.841,0.003,14.781,0.002,13.934,0.003,16.317,0.005,14.936,0.002,14.074,0.002,15.637,0.002,14.809,0.005,14.795,0.016
APMPM J2347-3154,8.0,Field,38.13,0.13,12.468,0.004,13.580,0.002,12.595,0.006,12.269,0.007,13.219,0.005,12.621,0.003,12.337,0.003,12.977,0.003,12.550,0.007,12.669,0.034
BD +01 2920B,28.0,Field,57.27,0.04,19.344,12.805,19.833,8.806,20.032,34.852,18.382,11.768,19.453,14.725,17.961,2.343,19.228,14.120,18.521,3.848,23.149,833.508,16.691,7.604
BR B0246-1703,8.0,Field,44.62,0.13,11.642,0.003,12.746,0.003,11.781,0.005,11.433,0.008,12.331,0.005,11.821,0.003,11.506,0.003,12.117,0.003,11.764,0.007,11.828,0.023
BRI 0021-0214,9.5,Field,80.34,0.19,10.839,0.001,12.138,0.001,11.001,0.002,10.586,0.004,11.748,0.002,11.027,0.002,10.674,0.002,11.440,0.001,10.953,0.005,11.045,0.010
BRI B1222-1222,9.0,Field,57.97,0.12,11.622,0.001,12.812,0.001,11.776,0.002,11.390,0.004,12.439,0.002,11.806,0.002,11.465,0.001,12.172,0.001,11.736,0.004,11.890,0.006
CFHT-Hy-20,22.5,Young,30.8,1.5,16.409,0.007,17.432,0.004,16.724,0.012,15.806,0.009,17.973,0.018,16.183,0.005,16.010,0.006,16.963,0.006,16.131,0.012,16.927,0.070
CTI 012657.5+280202,8.5,Field,29.57,0.27,13.112,0.002,14.327,0.002,13.257,0.002,12.886,0.004,13.927,0.003,13.273,0.002,12.961,0.002,13.651,0.002,13.201,0.005,13.298,0.011
Cl* Melotte 25 DKJ 14784e,9.0,Young,12.5,0.7,14.596,0.003,15.858,0.003,14.793,0.005,14.320,0.007,15.570,0.006,14.776,0.004,14.394,0.003,15.224,0.004,14.689,0.010,14.919,0.023
DENIS J0230450-095305,10.0,Field,33.8,0.5,13.711,0.002,15.092,0.002,13.910,0.003,13.389,0.005,14.711,0.004,13.885,0.002,13.507,0.002,14.343,0.002,13.804,0.006,14.009,0.018
DENIS J1019245-270717,10.5,Field,43.13,0.16,12.788,0.002,13.814,0.002,12.920,0.002,12.559,0.004,13.542,0.003,12.877,0.002,12.647,0.002,13.271,0.002,12.785,0.005,13.030,0.012
DENIS J1206501-393725,12.0,Field,37.7,0.3,13.479,0.002,14.601,0.002,13.660,0.003,13.161,0.007,14.420,0.003,13.530,0.003,13.276,0.003,14.024,0.002,13.435,0.007,13.790,0.017
DENIS J1707252-013809,10.5,Field,26.0,0.4,13.458,0.020,14.614,0.002,13.678,0.038,13.100,0.006,14.503,0.034,13.508,0.002,13.213,0.003,14.018,0.011,13.441,0.006,13.848,0.270
DENIS J2013108-124244,11.5,Field,21.8,0.5,13.593,0.008,15.016,0.002,13.735,0.013,13.360,0.005,14.607,0.013,13.833,0.003,13.458,0.003,14.280,0.005,13.745,0.006,13.623,0.084
DENIS J2139136-352950,10.0,Field,22.0,0.4,13.560,0.004,14.935,0.003,13.708,0.006,13.314,0.007,14.496,0.005,13.715,0.003,13.402,0.004,14.161,0.003,13.620,0.007,13.791,0.032
DENIS J2308113-272200,11.5,Field,34.0,0.5,13.675,0.001,14.973,0.002,13.875,0.002,13.350,0.004,14.720,0.002,13.818,0.002,13.468,0.002,14.324,0.001,13.716,0.005,13.964,0.009
DENIS J2354599-185221,12.0,Field,39.5,0.3,13.254,0.002,14.490,0.001,13.426,0.003,12.947,0.004,14.172,0.003,13.340,0.002,13.062,0.002,13.804,0.002,13.265,0.005,13.552,0.013
DENIS-P J025503.3-470049,18.0,Field,205.43,0.19,12.079,0.014,13.646,0.002,12.482,0.030,11.508,0.004,13.499,0.017,12.102,0.002,11.668,0.002,12.769,0.005,12.003,0.005,13.550,0.548
DENIS-P J04272708-1127143,7.0,Field,23.65,0.14,12.910,0.002,13.949,0.002,13.019,0.003,12.739,0.005,13.585,0.003,13.058,0.002,12.799,0.002,13.365,0.001,12.992,0.005,13.053,0.017
DENIS-P J0615493-010041,12.0,Field,44.97,0.23,12.852,0.001,14.064,0.002,13.029,0.002,12.551,0.004,13.781,0.003,12.960,0.002,12.661,0.002,13.422,0.001,12.871,0.005,13.124,0.012
DENIS-P J0652197-253450,10.0,Young,62.26,0.09,11.845,0.001,13.006,0.001,12.007,0.002,11.580,0.003,12.726,0.002,11.991,0.002,11.677,0.001,12.412,0.001,11.908,0.004,12.140,0.007
DENIS-P J0716478-063037,11.0,Field,40.84,0.25,12.930,0.001,14.238,0.002,13.109,0.002,12.647,0.004,13.853,0.003,13.080,0.002,12.739,0.002,13.514,0.002,13.006,0.005,13.261,0.009
DENIS-P J0751164-253043,11.5,Field,56.42,0.12,12.347,0.001,13.468,0.001,12.522,0.002,12.042,0.003,13.248,0.002,12.404,0.002,12.154,0.002,12.880,0.001,12.305,0.004,12.669,0.007
DENIS-P J090957.1-065806,10.0,Young,40.56,0.24,12.786,0.001,14.214,0.002,12.972,0.002,12.503,0.004,13.790,0.002,12.993,0.002,12.597,0.002,13.442,0.001,12.902,0.004,13.055,0.007
DENIS-P J104731.1-181558,12.5,Field,35.6,0.3,13.287,0.002,14.519,0.002,13.450,0.003,13.005,0.006,14.155,0.003,13.422,0.003,13.109,0.003,13.835,0.002,13.366,0.007,13.544,0.012
DENIS-P J1058.7-1548,13.0,Young,55.1,0.3,12.953,0.002,14.521,0.002,13.166,0.003,12.622,0.003,14.104,0.004,13.187,0.002,12.741,0.002,13.695,0.002,13.110,0.005,13.234,0.022
DENIS-P J1157480-484442,10.5,Field,34.87,0.21,13.184,0.002,14.352,0.002,13.354,0.003,12.855,0.006,14.032,0.004,13.261,0.003,12.994,0.002,13.683,0.002,13.205,0.008,13.596,0.009
DENIS-P J1323-1806,10.0,Field,16.4,0.5,13.998,0.003,15.330,0.002,14.158,0.004,13.727,0.005,14.920,0.005,14.183,0.003,13.834,0.003,14.607,0.003,14.102,0.007,14.207,0.022
DENIS-P J142527.97-365023.4,13.0,Young,84.4,0.3,12.230,0.001,14.138,0.002,12.505,0.001,11.851,0.003,13.690,0.002,12.551,0.002,11.972,0.001,13.166,0.001,12.430,0.005,12.594,0.006
DENIS-P J153941.96-052042.4,14.0,Field,59.3,0.3,12.898,0.001,14.247,0.002,13.120,0.002,12.530,0.004,13.989,0.002,12.979,0.002,12.653,0.002,13.514,0.001,12.895,0.004,13.235,0.006
DENIS-P J170548.38-051645.7,10.5,Field,53.12,0.24,12.372,0.002,13.652,0.001,12.546,0.003,12.085,0.003,13.341,0.003,12.508,0.002,12.186,0.002,12.977,0.002,12.416,0.004,12.643,0.027
DENIS-P J1733423-165449,10.5,Field,54.94,0.21,12.734,0.002,13.864,0.002,12.901,0.003,12.434,0.004,13.603,0.003,12.801,0.002,12.547,0.002,13.245,0.002,12.736,0.004,13.000,0.011
DENIS-P J1745346-164053,11.5,Field,50.92,0.2,12.859,0.001,13.948,0.002,13.045,0.002,12.540,0.003,13.798,0.002,12.921,0.002,12.654,0.002,13.417,0.001,12.823,0.005,13.171,0.006
EROS-MP J0032-4405,10.0,Young,29.0,0.4,13.537,0.004,15.087,0.003,13.700,0.006,13.309,0.006,14.597,0.006,13.830,0.003,13.388,0.003,14.280,0.003,13.733,0.007,13.715,0.031
ESO 207-61,9.0,Field,41.69,0.11,12.423,0.002,13.457,0.001,12.573,0.003,12.175,0.004,13.212,0.003,12.521,0.002,12.256,0.002,12.914,0.002,12.448,0.005,12.758,0.016
G 196-3B,13.0,Young,46.2,0.5,13.202,0.002,15.326,0.003,13.482,0.002,12.826,0.008,14.811,0.004,13.586,0.003,12.947,0.002,14.255,0.003,13.440,0.009,13.534,0.008
G 239-25B,10.0,Field,91.479,0.016,10.720,0.001,11.676,0.002,10.846,0.002,10.517,0.004,11.387,0.002,10.820,0.002,10.586,0.002,11.154,0.002,10.745,0.006,10.933,0.005
GD 165B,14.0,Field,29.994,0.026,14.517,0.002,16.121,0.002,14.749,0.004,14.134,0.005,15.695,0.005,14.686,0.002,14.272,0.003,15.233,0.002,14.608,0.006,14.907,0.023
GD 280B,9.0,Field,12.9,0.9,14.815,0.006,16.122,0.003,14.945,0.009,14.629,0.012,15.612,0.009,15.071,0.005,14.694,0.005,15.392,0.005,15.023,0.012,15.065,0.047
GJ 1048B,11.0,Field,46.42,0.22,12.355,0.003,13.865,0.006,12.542,0.005,12.055,0.012,13.395,0.006,12.577,0.006,12.163,0.005,13.034,0.004,12.497,0.015,12.606,0.016
GJ 618.1B,12.5,Field,33.9,0.8,13.961,0.002,15.674,0.002,14.213,0.003,13.612,0.005,15.189,0.004,14.268,0.002,13.722,0.002,14.777,0.002,14.179,0.006,14.239,0.013
GRH 2208-20,7.5,Field,23.39,0.15,13.398,0.001,14.189,0.002,13.513,0.002,13.199,0.004,14.064,0.002,13.422,0.002,13.268,0.002,13.805,0.001,13.316,0.005,13.591,0.006
Gl 584C,18.0,Field,56.0,0.8,14.755,0.003,16.591,0.004,15.079,0.005,14.275,0.007,16.269,0.008,14.974,0.004,14.427,0.003,15.616,0.004,14.885,0.010,15.223,0.024
Gliese 570D,27.5,Field,169.88,0.07,15.757,0.021,15.400,0.005,16.626,0.061,14.779,0.023,17.894,0.070,14.977,0.014,15.033,0.013,15.747,0.014,16.123,0.066,17.296,0.686
HD 203030B,17.5,Young,25.46,0.021,17.105,0.009,19.183,0.012,17.514,0.017,16.564,0.016,18.954,0.033,17.381,0.009,16.713,0.007,18.118,0.011,17.288,0.022,17.603,0.108
HD 253662B,10.5,Field,11.692,0.018,14.632,0.004,16.029,0.003,14.804,0.007,14.374,0.008,15.550,0.007,14.843,0.003,14.458,0.004,15.242,0.004,14.781,0.010,14.886,0.043
HD 3651B,27.5,Field,90.02,0.05,17.063,0.020,16.858,0.004,18.175,0.070,15.994,0.020,19.196,0.083,16.405,0.009,16.260,0.012,17.150,0.010,17.543,0.071,18.702,0.549
